lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
NudgeType,~~,NudgeType,,0.2499730660871674,0.003538605928350509,70.64167956212356,0,0.23828213575795446,0.24997355790838416,0.2499730660871674,1
NudgeType,~~,PreRiskTolerance,,0.00694365868541846,0.009034706938590743,0.768553837176433,0.442158218806723,-0.010968226333414913,0.024423027181823268,0.00694365868541846,0.07845667492320708
NudgeType,~~,PreSelfEfficacy,,0.032468618103971315,0.033760760306123426,0.9617265076249558,0.3361870033240806,-0.035094937724694686,0.0964467698030714,0.032468618103971315,0.09702493746347637
NudgeType,~~,PreTrust,,-0.08741595442268128,0.047300927243816945,-1.8480812008628873,0.06459059689610713,-0.18027882279640628,0.0056053561815746205,-0.08741595442268128,-0.18373690409108784
NudgeType,~~,Motivation,,-0.01934320942213245,0.045896371351630626,-0.4214540028434125,0.6734235924038985,-0.1073289230366715,0.07109710439285885,-0.01934320942213245,-0.04282323168567024
NudgeType,~~,PreBehavioralIntention,,-0.00513717894158963,0.036622886077651406,-0.14027236768553095,0.8884447958370847,-0.07843281626734899,0.06645956933798791,-0.00513717894158963,-0.014139689354029364
PreRiskTolerance,~~,PreRiskTolerance,,0.031334568333400814,0.004977636738476166,6.295069322996329,3.072624377153943e-10,0.021949250373136376,0.04128217164539859,0.031334568333400814,1
PreRiskTolerance,~~,PreSelfEfficacy,,-0.004453259757297895,0.010832460064996137,-0.41110327022465537,0.6809968121508467,-0.027381948481531467,0.01510909874248465,-0.004453259757297895,-0.0375865396680318
PreRiskTolerance,~~,PreTrust,,0.030017429786654976,0.02229323165515433,1.346481759620291,0.17814719904027676,-0.012763049888025907,0.07376933280453252,0.030017429786654976,0.1782025624564341
PreRiskTolerance,~~,Motivation,,0.049749090206244614,0.020427978803628004,2.4353407982491735,0.014877769883292702,0.010657138397260736,0.09019040841648497,0.049749090206244614,0.31107907445626154
PreRiskTolerance,~~,PreBehavioralIntention,,0.053561026093449135,0.01860696618320215,2.8785469681673597,0.003995117853649477,0.018682742816168222,0.09063655184800987,0.053561026093449135,0.4163885834041569
PreSelfEfficacy,~~,PreSelfEfficacy,,0.44798930896828426,0.07880525686208299,5.684764275970954,1.309932118331858e-8,0.304835000128885,0.6124000516816925,0.44798930896828426,1
PreSelfEfficacy,~~,PreTrust,,0.10365048377285602,0.06779445993754707,1.5288931259035012,0.12629094064927116,-0.03154592111281965,0.23522484269504823,0.10365048377285602,0.16273831231061353
PreSelfEfficacy,~~,Motivation,,0.039430402592105424,0.0637054771604208,0.6189483910906629,0.5359503581350697,-0.0863262610532551,0.16148093358726598,0.039430402592105424,0.06520710206151106
PreSelfEfficacy,~~,PreBehavioralIntention,,0.12096561375048645,0.04420529186089248,2.73645096906378,0.0062105849337741326,0.027037010511586603,0.2010634228120424,0.12096561375048645,0.2487080781028057
PreTrust,~~,PreTrust,,0.9055144839514714,0.14221880020513064,6.3670519132870895,1.926958592690653e-10,0.6323013486926218,1.1875533578863289,0.9055144839514714,1
PreTrust,~~,Motivation,,0.38842126783339553,0.09422379149633159,4.122326873765401,3.7506447476465254e-5,0.2016919707361657,0.5698204804316693,0.38842126783339553,0.4518068531224003
PreTrust,~~,PreBehavioralIntention,,0.3615414676193227,0.10226558051710047,3.5353191737748664,4.072828905763437e-4,0.17552410026031445,0.5710077498390843,0.3615414676193227,0.5228440849604881
Motivation,~~,Motivation,,0.8162157547689275,0.10845506993899293,7.525842316344059,5.240252676230739e-14,0.6060629835170394,1.0331360408842947,0.8162157547689275,1
Motivation,~~,PreBehavioralIntention,,0.29582728274400616,0.08192184641720311,3.611091493683474,3.049110633852603e-4,0.137599615585083,0.45501872653513864,0.29582728274400616,0.4506065713597825
PreBehavioralIntention,~~,PreBehavioralIntention,,0.5280516860752986,0.10225719962044996,5.163956064074494,2.4178447133316183e-7,0.33796551514218337,0.7322764126780732,0.5280516860752986,1
CodeChangesWithTool,~1,,,0.645833333333333,0.12876798382299437,5.015480666538209,5.290104418964603e-7,0.400000200421295,0.9111109594799747,0.645833333333333,0.6705556661494831
dRiskTolerance,~1,,,0.2400462905946607,0.05466187448693002,4.39147564637684,1.125839476756596e-5,0.12766174515861223,0.3463124897407072,0.2400462905946607,1.4613606183646
dSelfEfficacy,~1,,,1.318425464456765,0.3927596995568792,3.356824709725167,7.884308107513061e-4,0.5453549662117498,2.0859560423504164,1.318425464456765,2.5343090287106373
dTrust,~1,,,0.3687097862615857,0.21349060428319042,1.727053925860365,0.08415797916275602,-0.017594942942020027,0.8386321373626752,0.3687097862615857,0.7292977697576263
dBehavioralIntention,~1,,,0.80419099111356,0.24784192139862624,3.2447738726981057,0.0011754392470613162,0.30836973607809864,1.2895004165557848,0.80419099111356,1.9541220585298298
NudgeType,~1,,,0.5051546391752577,0.050406310617761074,10.021654689348805,0,0.40232112253261126,0.5979388085779737,0.5051546391752577,1.0103637059124706
PreRiskTolerance,~1,,,0.5195876288659798,0.01798375543901477,28.89205375528867,0,0.48522330341533537,0.5553090947860058,0.5195876288659798,2.9352624856301084
PreSelfEfficacy,~1,,,4.701030927835052,0.0681856294565452,68.94459969502849,0,4.567010426238938,4.832409317530782,4.701030927835052,7.023592128578311
PreTrust,~1,,,4.208762886597938,0.09648481431209752,43.620987578251814,0,4.012886590016281,4.396907293025335,4.208762886597938,4.422896315435091
Motivation,~1,,,4.085910652920961,0.091574166195153,44.618595207446475,0,3.900430866815352,4.264605124269886,4.085910652920961,4.522581261183803
PreBehavioralIntention,~1,,,5.329896907216496,0.07357278048150881,72.4438694899681,0,5.178694220009083,5.470790589072816,5.329896907216496,7.334670220653052
ind_risk,:=,h1*h2a*h4a,ind_risk,0.0052916013851497835,0.005155517382939259,1.0263957993160602,0.30470505727313024,-8.986190047159564e-4,0.018350862794914095,0.0052916013851497835,0.006428745207402614
ind_se,:=,h1*h2b*h4b,ind_se,0.007029135166052264,0.008070269544547273,0.8709913748545787,0.3837588625526376,-0.004674641522855876,0.02790691804763478,0.007029135166052264,0.00853966799875735
ind_trust,:=,h1*h2c*h4c,ind_trust,-0.00196129301056409,0.0032885136083103516,-0.5964071444338066,0.5509032688145239,-0.01035723589438098,0.0025697139144388354,-0.00196129301056409,-0.002382766978132695
ind_total,:=,ind_risk+ind_se+ind_trust,ind_total,0.010359443540637957,0.010845374614840721,0.955194625224119,0.3394792833621336,-0.0051823090541821,0.037114079547282054,0.010359443540637957,0.01258564622802727
