lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
dRiskTolerance,~1,,,0.2400462905946607,0.05411543056427071,4.435819656088062,9.172261384637892e-6,0.1330634405078784,0.34455499932299816,0.2400462905946607,1.4613606183646
dSelfEfficacy,~1,,,1.318425464456765,0.3895822326586694,3.384203266815551,7.138513367730415e-4,0.5465165430331415,2.095727646610719,1.318425464456765,2.5343090287106373
dTrust,~1,,,0.3687097862615857,0.21547565702898722,1.711143575777492,0.08705461167308459,-0.01135571880514584,0.8421265472798588,0.3687097862615857,0.7292977697576263
dBehavioralIntention,~1,,,0.80419099111356,0.2455972977166045,3.2744293141267318,0.001058756237707792,0.30090087384215114,1.2874368159426528,0.80419099111356,1.9541220585298298
NudgeType,~1,,,0.5051546391752577,0.050785940250534324,9.946741887287258,0,0.40206229164569235,0.6082473806467468,0.5051546391752577,1.0103637059124706
PreRiskTolerance,~1,,,0.5195876288659798,0.017949401281867883,28.94735154151668,0,0.48384890585662627,0.5546218273967333,0.5195876288659798,2.9352624856301084
PreSelfEfficacy,~1,,,4.701030927835052,0.06703907145101771,70.12374763081068,0,4.56707508357192,4.829897077603015,4.701030927835052,7.023592128578311
PreTrust,~1,,,4.208762886597938,0.09666525304131952,43.53956312304799,0,4.015529609415154,4.396907325033191,4.208762886597938,4.422896315435091
Motivation,~1,,,4.085910652920961,0.09269364050079791,44.079730074748646,0,3.907215722047949,4.274827378844399,4.085910652920961,4.522581261183803
PreBehavioralIntention,~1,,,5.329896907216496,0.07344919335759187,72.56576503526144,0,5.178694356688171,5.463918133753329,5.329896907216496,7.334670220653052
ind_risk,:=,h1*h2a*h4a,ind_risk,0.0052916013851497835,0.00520091706194705,1.0174362179059213,0.30894595993913554,-0.0010469702281727205,0.01876192883316795,0.0052916013851497835,0.006428745207402614
ind_se,:=,h1*h2b*h4b,ind_se,0.007029135166052264,0.00795337145316167,0.88379314451081,0.37680788779520213,-0.005352121071728507,0.025889587716167096,0.007029135166052264,0.00853966799875735
ind_trust,:=,h1*h2c*h4c,ind_trust,-0.00196129301056409,0.0032780696855209098,-0.5983072962808068,0.5496349090665447,-0.01066743032997311,0.002451289060782495,-0.00196129301056409,-0.002382766978132695
ind_total,:=,ind_risk+ind_se+ind_trust,ind_total,0.010359443540637957,0.01068929090555089,0.9691422594980884,0.33247421528801824,-0.0057459260436424795,0.035799096808460995,0.010359443540637957,0.01258564622802727
