lhs,op,rhs,label,est,se,z,pvalue,ci.lower,ci.upper,std.lv,std.all
PreTrust,~~,PreBehavioralIntention,,0.3615421648068975,0.10275397428592482,3.518522444697512,4.339571054943203e-4,0.17696168735430326,0.5692366318936856,0.3615421648068975,0.5228444953815518
Motivation,~~,Motivation,,0.8162167967530551,0.10781452303580755,7.5705644635831835,3.708144902248023e-14,0.6108212452484576,1.0282262040848005,0.8162167967530551,1
Motivation,~~,PreBehavioralIntention,,0.2958277443889414,0.08034209055144051,3.682101652551998,2.313191355751698e-4,0.14285931340581168,0.4584592321839134,0.2958277443889414,0.4506066926842878
PreBehavioralIntention,~~,PreBehavioralIntention,,0.5280523756817695,0.10138929987686165,5.208166703223068,1.9071554779870326e-7,0.3396276028984766,0.7328823188558674,0.5280523756817695,1
FollowCount,~1,,,2.541666666666666,0.12457747338789804,20.402297442272367,0,2.2955162233740585,2.7719017147482634,2.541666666666666,3.312942160403816
PostRiskTolerance,~1,,,0.23683234460963695,0.0956639546534325,2.4756696027006577,0.013298658143995112,0.03508826855519798,0.40171576459743075,0.23683234460963695,1.4198251300621618
PostSelfEfficacy,~1,,,1.2766314177871116,0.39352731936628477,3.244073168396365,0.0011783347326381755,0.5138079109768348,2.0801509715575395,1.2766314177871116,1.8541991990707811
PostTrust,~1,,,0.5646858537647954,0.26964810899013236,2.0941584047431974,0.036245871739303714,0.09880471849908361,1.0949771374553645,0.5646858537647954,0.5780708430474787
PostBehavioralIntention,~1,,,0.40298556153683085,0.2859372874606254,1.409349459511549,0.15873186066753942,-0.15396368476109232,0.9305430370871611,0.40298556153683085,0.5956114636098196
NudgeType,~1,,,0.5051546391752577,0.05181246508433464,9.749673912503921,0,0.40206222786596163,0.6185566700381586,0.5051546391752577,1.0103631075407464
PreRiskTolerance,~1,,,0.5195876288659798,0.01760804623174039,29.50853388431974,0,0.48524088760764017,0.5559787947641238,0.5195876288659798,2.9352639994303162
PreSelfEfficacy,~1,,,4.701030927835052,0.06780725003020885,69.32932578361005,0,4.56707593881795,4.829897099244356,4.701030927835052,7.023597930408059
PreTrust,~1,,,4.208762886597938,0.09631288136780451,43.69885758609278,0,4.025773206109238,4.409728146749381,4.208762886597938,4.422894146343015
Motivation,~1,,,4.085910652920961,0.09490275418593283,43.05365727232608,0,3.8969950780252183,4.285223541125745,4.085910652920961,4.522578374414373
PreBehavioralIntention,~1,,,5.329896907216496,0.071615800989139,74.42347685289187,0,5.189090752972018,5.467266524437478,5.329896907216496,7.334665431319711
ind_risk,:=,h1*h2a*h4a,ind_risk,0.0013417179378383511,0.005702417171759513,0.23528933387810286,0.8139841731053896,-0.009539938062876613,0.014253076703022957,0.0013417179378383511,9.91474738798611e-4
ind_se,:=,h1*h2b*h4b,ind_se,6.589167047091387e-5,0.00424301536502632,0.015529444228280594,0.9876097942255908,-0.005368782017951144,0.012382335208904867,6.589167047091387e-5,4.86912524061554e-5
ind_trust,:=,h1*h2c*h4c,ind_trust,-0.0022932170334938823,0.0025679993041417114,-0.8929975291641802,0.3718584958513709,-0.00891806914760653,6.840946553356618e-4,-0.0022932170334938823,-0.001694593696015565
ind_total,:=,ind_risk+ind_se+ind_trust,ind_total,-8.856074251846174e-4,0.008912056861361919,-0.0993718328957431,0.9208430461415287,-0.01735144297924024,0.018811280011376497,-8.856074251846174e-4,-6.544277048107984e-4
